Entity,Year,Urban,Population
ESCWA: Gulf Cooperation Council countries,2091-01-01,,75518379.0
ESCWA: Gulf Cooperation Council countries,2092-01-01,,75479932.0
ESCWA: Gulf Cooperation Council countries,2093-01-01,,75436769.0
ESCWA: Gulf Cooperation Council countries,2094-01-01,,75388909.0
ESCWA: Gulf Cooperation Council countries,2095-01-01,,75336495.0
ESCWA: Gulf Cooperation Council countries,2096-01-01,,75279667.0
ESCWA: Gulf Cooperation Council countries,2097-01-01,,75218578.0
ESCWA: Gulf Cooperation Council countries,2098-01-01,,75153448.0
ESCWA: Gulf Cooperation Council countries,2099-01-01,,75084510.0
ESCWA: Gulf Cooperation Council countries,2100-01-01,,75012056.0
ESCWA: Maghreb countries,1950-01-01,,22588067.000000004
ESCWA: Maghreb countries,1951-01-01,,23105811.0
ESCWA: Maghreb countries,1952-01-01,,23651947.999999996
ESCWA: Maghreb countries,1953-01-01,,24227287.0
ESCWA: Maghreb countries,1954-01-01,,24832037.999999996
ESCWA: Maghreb countries,1955-01-01,,25465837.000000004
ESCWA: Maghreb countries,1956-01-01,,26127586.0
ESCWA: Maghreb countries,1957-01-01,,26815513.0
ESCWA: Maghreb countries,1958-01-01,,27527397.999999996
ESCWA: Maghreb countries,1959-01-01,,28260683.999999996
ESCWA: Maghreb countries,1960-01-01,,29013047.000000004
ESCWA: Maghreb countries,1961-01-01,,29783140.0
ESCWA: Maghreb countries,1962-01-01,,30571010.0
ESCWA: Maghreb countries,1963-01-01,,31378467.0
ESCWA: Maghreb countries,1964-01-01,,32208264.0
ESCWA: Maghreb countries,1965-01-01,,33062290.999999996
ESCWA: Maghreb countries,1966-01-01,,33942661.0
ESCWA: Maghreb countries,1967-01-01,,34848452.00000001
ESCWA: Maghreb countries,1968-01-01,,35774977.0
ESCWA: Maghreb countries,1969-01-01,,36715769.0
ESCWA: Maghreb countries,1970-01-01,,37667056.00000001
ESCWA: Maghreb countries,1971-01-01,,38627568.0
ESCWA: Maghreb countries,1972-01-01,,39601704.0
ESCWA: Maghreb countries,1973-01-01,,40598448.0
ESCWA: Maghreb countries,1974-01-01,,41630040.0
ESCWA: Maghreb countries,1975-01-01,,42705925.0
ESCWA: Maghreb countries,1976-01-01,,43825815.0
ESCWA: Maghreb countries,1977-01-01,,44988583.0
ESCWA: Maghreb countries,1978-01-01,,46201299.00000001
ESCWA: Maghreb countries,1979-01-01,,47472223.0
ESCWA: Maghreb countries,1980-01-01,,48805167.0
ESCWA: Maghreb countries,1981-01-01,,50203017.0
ESCWA: Maghreb countries,1982-01-01,,51657887.0
ESCWA: Maghreb countries,1983-01-01,,53148977.0
ESCWA: Maghreb countries,1984-01-01,,54648196.0
ESCWA: Maghreb countries,1985-01-01,,56133989.0
ESCWA: Maghreb countries,1986-01-01,,57595175.0
ESCWA: Maghreb countries,1987-01-01,,59031992.99999999
ESCWA: Maghreb countries,1988-01-01,,60447848.0
ESCWA: Maghreb countries,1989-01-01,,61850962.0
ESCWA: Maghreb countries,1990-01-01,,63245505.0
ESCWA: Maghreb countries,1991-01-01,,64632971.0
ESCWA: Maghreb countries,1992-01-01,,66004490.99999999
ESCWA: Maghreb countries,1993-01-01,,67341789.0
ESCWA: Maghreb countries,1994-01-01,,68621037.0
ESCWA: Maghreb countries,1995-01-01,,69826239.0
ESCWA: Maghreb countries,1996-01-01,,70953395.0
ESCWA: Maghreb countries,1997-01-01,,72010680.0
ESCWA: Maghreb countries,1998-01-01,,73009833.0
ESCWA: Maghreb countries,1999-01-01,,73968418.0
ESCWA: Maghreb countries,2000-01-01,,74902150.0
ESCWA: Maghreb countries,2001-01-01,,75815000.0
ESCWA: Maghreb countries,2002-01-01,,76712233.0
ESCWA: Maghreb countries,2003-01-01,,77612870.0
ESCWA: Maghreb countries,2004-01-01,,78539790.0
ESCWA: Maghreb countries,2005-01-01,,79510675.99999999
ESCWA: Maghreb countries,2006-01-01,,80533781.0
ESCWA: Maghreb countries,2007-01-01,,81610161.0
ESCWA: Maghreb countries,2008-01-01,,82740576.0
ESCWA: Maghreb countries,2009-01-01,,83922647.0
ESCWA: Maghreb countries,2010-01-01,,85153746.99999999
ESCWA: Maghreb countries,2011-01-01,,86432608.0
ESCWA: Maghreb countries,2012-01-01,,87758541.0
ESCWA: Maghreb countries,2013-01-01,,89129139.00000001
ESCWA: Maghreb countries,2014-01-01,,90541280.0
ESCWA: Maghreb countries,2015-01-01,,91989894.0
ESCWA: Maghreb countries,2016-01-01,,93473774.0
ESCWA: Maghreb countries,2017-01-01,,94984591.99999999
ESCWA: Maghreb countries,2018-01-01,,96501272.0
ESCWA: Maghreb countries,2019-01-01,,97996994.0
ESCWA: Maghreb countries,2020-01-01,,99451506.0
ESCWA: Maghreb countries,2021-01-01,,100855715.0
ESCWA: Maghreb countries,2022-01-01,,102210303.00000001
ESCWA: Maghreb countries,2023-01-01,,103517255.0
ESCWA: Maghreb countries,2024-01-01,,104782820.0
ESCWA: Maghreb countries,2025-01-01,,106011875.0
ESCWA: Maghreb countries,2026-01-01,,107203589.0
ESCWA: Maghreb countries,2027-01-01,,108355940.99999999
ESCWA: Maghreb countries,2028-01-01,,109471897.0
ESCWA: Maghreb countries,2029-01-01,,110555446.0
ESCWA: Maghreb countries,2030-01-01,,111610210.0
ESCWA: Maghreb countries,2031-01-01,,112637688.00000001
ESCWA: Maghreb countries,2032-01-01,,113639466.0
ESCWA: Maghreb countries,2033-01-01,,114619435.0
ESCWA: Maghreb countries,2034-01-01,,115582149.0
ESCWA: Maghreb countries,2035-01-01,,116531243.0
ESCWA: Maghreb countries,2036-01-01,,117468341.0
ESCWA: Maghreb countries,2037-01-01,,118394285.0
ESCWA: Maghreb countries,2038-01-01,,119310396.0
ESCWA: Maghreb countries,2039-01-01,,120217837.0
ESCWA: Maghreb countries,2040-01-01,,121117105.0
ESCWA: Maghreb countries,2041-01-01,,122008647.0
ESCWA: Maghreb countries,2042-01-01,,122891840.0
ESCWA: Maghreb countries,2043-01-01,,123764951.99999999
ESCWA: Maghreb countries,2044-01-01,,124625436.0
ESCWA: Maghreb countries,2045-01-01,,125470911.0
ESCWA: Maghreb countries,2046-01-01,,126300330.0
ESCWA: Maghreb countries,2047-01-01,,127112320.0
ESCWA: Maghreb countries,2048-01-01,,127903780.0
ESCWA: Maghreb countries,2049-01-01,,128671011.99999999
ESCWA: Maghreb countries,2050-01-01,,129410899.0
ESCWA: Maghreb countries,2051-01-01,,130121975.0
ESCWA: Maghreb countries,2052-01-01,,130803211.0
ESCWA: Maghreb countries,2053-01-01,,131452633.0
ESCWA: Maghreb countries,2054-01-01,,132068372.0
ESCWA: Maghreb countries,2055-01-01,,132649008.99999999
ESCWA: Maghreb countries,2056-01-01,,133193737.0
ESCWA: Maghreb countries,2057-01-01,,133702523.00000001
ESCWA: Maghreb countries,2058-01-01,,134175913.0
ESCWA: Maghreb countries,2059-01-01,,134615003.0
ESCWA: Maghreb countries,2060-01-01,,135020892.0
ESCWA: Maghreb countries,2061-01-01,,135394131.99999997
ESCWA: Maghreb countries,2062-01-01,,135735480.0
ESCWA: Maghreb countries,2063-01-01,,136046533.0
ESCWA: Maghreb countries,2064-01-01,,136329190.0
ESCWA: Maghreb countries,2065-01-01,,136585357.0
ESCWA: Maghreb countries,2066-01-01,,136816251.0
ESCWA: Maghreb countries,2067-01-01,,137023144.0
ESCWA: Maghreb countries,2068-01-01,,137208264.0
ESCWA: Maghreb countries,2069-01-01,,137373990.0
ESCWA: Maghreb countries,2070-01-01,,137522388.0
ESCWA: Maghreb countries,2071-01-01,,137654872.0
ESCWA: Maghreb countries,2072-01-01,,137772444.00000003
ESCWA: Maghreb countries,2073-01-01,,137876605.0
ESCWA: Maghreb countries,2074-01-01,,137968687.0
ESCWA: Maghreb countries,2075-01-01,,138049951.0
ESCWA: Maghreb countries,2076-01-01,,138121166.0
ESCWA: Maghreb countries,2077-01-01,,138182946.0
ESCWA: Maghreb countries,2078-01-01,,138235557.0
ESCWA: Maghreb countries,2079-01-01,,138279080.0
ESCWA: Maghreb countries,2080-01-01,,138313497.0
ESCWA: Maghreb countries,2081-01-01,,138338861.0
ESCWA: Maghreb countries,2082-01-01,,138355188.0
ESCWA: Maghreb countries,2083-01-01,,138362315.0
ESCWA: Maghreb countries,2084-01-01,,138359935.0
ESCWA: Maghreb countries,2085-01-01,,138347650.0
ESCWA: Maghreb countries,2086-01-01,,138325149.0
ESCWA: Maghreb countries,2087-01-01,,138291786.99999997
ESCWA: Maghreb countries,2088-01-01,,138246330.0
ESCWA: Maghreb countries,2089-01-01,,138187278.00000003
ESCWA: Maghreb countries,2090-01-01,,138113279.0
ESCWA: Maghreb countries,2091-01-01,,138023372.0
ESCWA: Maghreb countries,2092-01-01,,137916941.99999997
ESCWA: Maghreb countries,2093-01-01,,137793518.0
ESCWA: Maghreb countries,2094-01-01,,137652709.0
ESCWA: Maghreb countries,2095-01-01,,137493919.0
ESCWA: Maghreb countries,2096-01-01,,137316387.0
ESCWA: Maghreb countries,2097-01-01,,137119150.0
ESCWA: Maghreb countries,2098-01-01,,136901025.99999997
ESCWA: Maghreb countries,2099-01-01,,136660630.0
ESCWA: Maghreb countries,2100-01-01,,136396308.00000003
ESCWA: Mashreq countries,1950-01-01,,32332357.000000004
ESCWA: Mashreq countries,1951-01-01,,33167156.000000004
ESCWA: Mashreq countries,1952-01-01,,34030879.0
ESCWA: Mashreq countries,1953-01-01,,34928715.0
ESCWA: Mashreq countries,1954-01-01,,35864366.0
ESCWA: Mashreq countries,1955-01-01,,36840129.0
ESCWA: Mashreq countries,1956-01-01,,37856744.0
ESCWA: Mashreq countries,1957-01-01,,38913625.0
ESCWA: Mashreq countries,1958-01-01,,40008891.0
ESCWA: Mashreq countries,1959-01-01,,41139720.0
ESCWA: Mashreq countries,1960-01-01,,42303513.0
ESCWA: Mashreq countries,1961-01-01,,43498829.00000001
ESCWA: Mashreq countries,1962-01-01,,44726422.99999999
ESCWA: Mashreq countries,1963-01-01,,45989543.0
ESCWA: Mashreq countries,1964-01-01,,47292943.0
ESCWA: Mashreq countries,1965-01-01,,48639314.00000001
ESCWA: Mashreq countries,1966-01-01,,50030655.0
ESCWA: Mashreq countries,1967-01-01,,51464084.0
ESCWA: Mashreq countries,1968-01-01,,52931550.0
ESCWA: Mashreq countries,1969-01-01,,54422019.0
ESCWA: Mashreq countries,1970-01-01,,55927752.0
ESCWA: Mashreq countries,1971-01-01,,57448177.0
ESCWA: Mashreq countries,1972-01-01,,58986665.0
ESCWA: Mashreq countries,1973-01-01,,60545055.0
ESCWA: Mashreq countries,1974-01-01,,62126453.0
ESCWA: Mashreq countries,1975-01-01,,63734894.0
ESCWA: Mashreq countries,1976-01-01,,65369270.99999999
ESCWA: Mashreq countries,1977-01-01,,67033516.0
ESCWA: Mashreq countries,1978-01-01,,68742957.0
ESCWA: Mashreq countries,1979-01-01,,70517394.0
ESCWA: Mashreq countries,1980-01-01,,72370829.0
ESCWA: Mashreq countries,1981-01-01,,74310440.99999999
ESCWA: Mashreq countries,1982-01-01,,76332616.0
ESCWA: Mashreq countries,1983-01-01,,78427200.0
ESCWA: Mashreq countries,1984-01-01,,80578408.0
ESCWA: Mashreq countries,1985-01-01,,82774746.0
ESCWA: Mashreq countries,1986-01-01,,85010545.0
ESCWA: Mashreq countries,1987-01-01,,87289123.0
ESCWA: Mashreq countries,1988-01-01,,89618235.99999999
ESCWA: Mashreq countries,1989-01-01,,92009656.99999999
ESCWA: Mashreq countries,1990-01-01,,94470124.00000001
ESCWA: Mashreq countries,1991-01-01,,97002602.0
ESCWA: Mashreq countries,1992-01-01,,99598696.99999999
ESCWA: Mashreq countries,1993-01-01,,102239904.00000001
ESCWA: Mashreq countries,1994-01-01,,104901326.99999999
ESCWA: Mashreq countries,1995-01-01,,107564750.0
ESCWA: Mashreq countries,1996-01-01,,110224898.0
ESCWA: Mashreq countries,1997-01-01,,112886123.0
ESCWA: Mashreq countries,1998-01-01,,115552290.0
ESCWA: Mashreq countries,1999-01-01,,118231028.0
ESCWA: Mashreq countries,2000-01-01,,120929275.0
ESCWA: Mashreq countries,2001-01-01,,123645630.0
ESCWA: Mashreq countries,2002-01-01,,126381474.0
ESCWA: Mashreq countries,2003-01-01,,129150101.0
ESCWA: Mashreq countries,2004-01-01,,131968676.0
ESCWA: Mashreq countries,2005-01-01,,134849389.0
ESCWA: Mashreq countries,2006-01-01,,137794779.0
ESCWA: Mashreq countries,2007-01-01,,140800719.0
ESCWA: Mashreq countries,2008-01-01,,143863767.0
ESCWA: Mashreq countries,2009-01-01,,146977786.99999997
ESCWA: Mashreq countries,2010-01-01,,150135999.0
ESCWA: Mashreq countries,2011-01-01,,153350904.0
ESCWA: Mashreq countries,2012-01-01,,156620268.0
ESCWA: Mashreq countries,2013-01-01,,159905708.0
ESCWA: Mashreq countries,2014-01-01,,163155830.0
ESCWA: Mashreq countries,2015-01-01,,166340643.0
ESCWA: Mashreq countries,2016-01-01,,169427481.00000003
ESCWA: Mashreq countries,2017-01-01,,172443493.99999997
ESCWA: Mashreq countries,2018-01-01,,175489976.00000003
ESCWA: Mashreq countries,2019-01-01,,178706825.0
ESCWA: Mashreq countries,2020-01-01,,182187561.00000003
ESCWA: Mashreq countries,2021-01-01,,185974311.00000003
ESCWA: Mashreq countries,2022-01-01,,190017716.0
ESCWA: Mashreq countries,2023-01-01,,194207448.0
ESCWA: Mashreq countries,2024-01-01,,198384445.0
ESCWA: Mashreq countries,2025-01-01,,202432558.99999997
ESCWA: Mashreq countries,2026-01-01,,206316835.0
ESCWA: Mashreq countries,2027-01-01,,210067796.0
ESCWA: Mashreq countries,2028-01-01,,213714321.00000003
ESCWA: Mashreq countries,2029-01-01,,217309413.0
ESCWA: Mashreq countries,2030-01-01,,220893637.0
ESCWA: Mashreq countries,2031-01-01,,224466893.0
ESCWA: Mashreq countries,2032-01-01,,228017191.00000003
ESCWA: Mashreq countries,2033-01-01,,231560807.0
ESCWA: Mashreq countries,2034-01-01,,235116893.0
ESCWA: Mashreq countries,2035-01-01,,238698812.0
ESCWA: Mashreq countries,2036-01-01,,242313694.0
ESCWA: Mashreq countries,2037-01-01,,245958441.99999997
ESCWA: Mashreq countries,2038-01-01,,249622918.0
ESCWA: Mashreq countries,2039-01-01,,253290960.0
ESCWA: Mashreq countries,2040-01-01,,256949734.0
ESCWA: Mashreq countries,2041-01-01,,260595815.0
ESCWA: Mashreq countries,2042-01-01,,264229512.0
ESCWA: Mashreq countries,2043-01-01,,267845560.0
ESCWA: Mashreq countries,2044-01-01,,271438783.0
ESCWA: Mashreq countries,2045-01-01,,275004451.0
ESCWA: Mashreq countries,2046-01-01,,278539164.0
ESCWA: Mashreq countries,2047-01-01,,282039943.99999994
ESCWA: Mashreq countries,2048-01-01,,285503005.0
ESCWA: Mashreq countries,2049-01-01,,288924839.0
ESCWA: Mashreq countries,2050-01-01,,292302608.0
ESCWA: Mashreq countries,2051-01-01,,295633752.0
ESCWA: Mashreq countries,2052-01-01,,298917262.0
ESCWA: Mashreq countries,2053-01-01,,302154027.0
ESCWA: Mashreq countries,2054-01-01,,305346202.0
ESCWA: Mashreq countries,2055-01-01,,308495211.0
ESCWA: Mashreq countries,2056-01-01,,311600589.0
ESCWA: Mashreq countries,2057-01-01,,314661266.0
ESCWA: Mashreq countries,2058-01-01,,317677344.0
ESCWA: Mashreq countries,2059-01-01,,320648925.0
ESCWA: Mashreq countries,2060-01-01,,323576011.0
ESCWA: Mashreq countries,2061-01-01,,326458521.0
ESCWA: Mashreq countries,2062-01-01,,329295921.00000006
ESCWA: Mashreq countries,2063-01-01,,332087208.0
ESCWA: Mashreq countries,2064-01-01,,334831106.0
ESCWA: Mashreq countries,2065-01-01,,337526571.0
ESCWA: Mashreq countries,2066-01-01,,340173253.99999994
ESCWA: Mashreq countries,2067-01-01,,342771024.0
ESCWA: Mashreq countries,2068-01-01,,345319420.0
ESCWA: Mashreq countries,2069-01-01,,347818109.0
ESCWA: Mashreq countries,2070-01-01,,350266790.0
ESCWA: Mashreq countries,2071-01-01,,352665242.0
ESCWA: Mashreq countries,2072-01-01,,355013448.99999994
ESCWA: Mashreq countries,2073-01-01,,357311893.0
ESCWA: Mashreq countries,2074-01-01,,359561258.0
ESCWA: Mashreq countries,2075-01-01,,361762070.0
ESCWA: Mashreq countries,2076-01-01,,363914197.00000006
ESCWA: Mashreq countries,2077-01-01,,366017655.0
ESCWA: Mashreq countries,2078-01-01,,368072977.0
ESCWA: Mashreq countries,2079-01-01,,370080872.00000006
ESCWA: Mashreq countries,2080-01-01,,372041783.0
ESCWA: Mashreq countries,2081-01-01,,373955584.0
ESCWA: Mashreq countries,2082-01-01,,375821731.0
ESCWA: Mashreq countries,2083-01-01,,377639497.00000006
ESCWA: Mashreq countries,2084-01-01,,379407932.0
ESCWA: Mashreq countries,2085-01-01,,381126073.0
ESCWA: Mashreq countries,2086-01-01,,382793297.99999994
ESCWA: Mashreq countries,2087-01-01,,384408845.0
ESCWA: Mashreq countries,2088-01-01,,385971401.0
ESCWA: Mashreq countries,2089-01-01,,387479437.99999994
ESCWA: Mashreq countries,2090-01-01,,388931600.0
ESCWA: Mashreq countries,2091-01-01,,390326700.0
ESCWA: Mashreq countries,2092-01-01,,391663945.0
ESCWA: Mashreq countries,2093-01-01,,392942437.99999994
ESCWA: Mashreq countries,2094-01-01,,394161518.0
ESCWA: Mashreq countries,2095-01-01,,395320265.0
ESCWA: Mashreq countries,2096-01-01,,396417686.0
ESCWA: Mashreq countries,2097-01-01,,397452672.99999994
ESCWA: Mashreq countries,2098-01-01,,398423911.0
ESCWA: Mashreq countries,2099-01-01,,399329948.99999994
ESCWA: Mashreq countries,2100-01-01,,400169167.99999994
ESCWA: member countries,1950-01-01,,61035740.99999999
ESCWA: member countries,1951-01-01,,62549169.0
ESCWA: member countries,1952-01-01,,64131772.00000001
ESCWA: member countries,1953-01-01,,65780420.0
ESCWA: member countries,1954-01-01,,67493234.0
ESCWA: member countries,1955-01-01,,69269747.0
ESCWA: member countries,1956-01-01,,71110852.0
ESCWA: member countries,1957-01-01,,73018720.0
ESCWA: member countries,1958-01-01,,74996672.0
ESCWA: member countries,1959-01-01,,77048688.0
ESCWA: member countries,1960-01-01,,79178446.0
ESCWA: member countries,1961-01-01,,81388179.0
ESCWA: member countries,1962-01-01,,83677567.0
ESCWA: member countries,1963-01-01,,86043324.00000001
ESCWA: member countries,1964-01-01,,88480506.0
ESCWA: member countries,1965-01-01,,90986059.00000001
ESCWA: member countries,1966-01-01,,93562970.0
ESCWA: member countries,1967-01-01,,96214927.0
ESCWA: member countries,1968-01-01,,98941033.00000001
ESCWA: member countries,1969-01-01,,101739892.0
ESCWA: member countries,1970-01-01,,104612980.0
ESCWA: member countries,1971-01-01,,107562414.0
ESCWA: member countries,1972-01-01,,110596919.00000001
ESCWA: member countries,1973-01-01,,113733439.0
ESCWA: member countries,1974-01-01,,116993538.0
ESCWA: member countries,1975-01-01,,120394931.99999999
ESCWA: member countries,1976-01-01,,123937609.0
ESCWA: member countries,1977-01-01,,127623549.0
ESCWA: member countries,1978-01-01,,131474231.99999999
ESCWA: member countries,1979-01-01,,135515582.0
ESCWA: member countries,1980-01-01,,139761900.0
ESCWA: member countries,1981-01-01,,144225205.0
ESCWA: member countries,1982-01-01,,148889596.99999997
ESCWA: member countries,1983-01-01,,153706536.0
ESCWA: member countries,1984-01-01,,158609324.0
ESCWA: member countries,1985-01-01,,163548781.0
ESCWA: member countries,1986-01-01,,168496860.0
ESCWA: member countries,1987-01-01,,173461170.0
ESCWA: member countries,1988-01-01,,178470390.0
ESCWA: member countries,1989-01-01,,183570842.0
ESCWA: member countries,1990-01-01,,188790616.0
ESCWA: member countries,1991-01-01,,194148616.0
ESCWA: member countries,1992-01-01,,199617660.0
ESCWA: member countries,1993-01-01,,205125468.99999997
ESCWA: member countries,1994-01-01,,210573395.0
ESCWA: member countries,1995-01-01,,215896093.0
ESCWA: member countries,1996-01-01,,221074101.99999997
ESCWA: member countries,1997-01-01,,226145740.0
ESCWA: member countries,1998-01-01,,231176172.0
ESCWA: member countries,1999-01-01,,236259419.0
ESCWA: member countries,2000-01-01,,241471574.0
ESCWA: member countries,2001-01-01,,246817131.00000003
ESCWA: member countries,2002-01-01,,252297118.00000003
ESCWA: member countries,2003-01-01,,257978345.0
ESCWA: member countries,2004-01-01,,263940306.99999997
ESCWA: member countries,2005-01-01,,270231887.0
ESCWA: member countries,2006-01-01,,276882959.0
ESCWA: member countries,2007-01-01,,283858537.0
ESCWA: member countries,2008-01-01,,291059271.0
ESCWA: member countries,2009-01-01,,298345120.0
ESCWA: member countries,2010-01-01,,305608341.0
ESCWA: member countries,2011-01-01,,312825522.0
ESCWA: member countries,2012-01-01,,320007828.99999994
ESCWA: member countries,2013-01-01,,327124637.0
ESCWA: member countries,2014-01-01,,334149715.0
ESCWA: member countries,2015-01-01,,341070712.00000006
ESCWA: member countries,2016-01-01,,347849701.0
ESCWA: member countries,2017-01-01,,354498924.0
ESCWA: member countries,2018-01-01,,361117995.0
ESCWA: member countries,2019-01-01,,367845981.0
ESCWA: member countries,2020-01-01,,374777016.0
ESCWA: member countries,2021-01-01,,381951011.0
ESCWA: member countries,2022-01-01,,389321666.0
ESCWA: member countries,2023-01-01,,396790799.0
ESCWA: member countries,2024-01-01,,404215667.99999994
ESCWA: member countries,2025-01-01,,411491987.99999994
ESCWA: member countries,2026-01-01,,418590276.0
ESCWA: member countries,2027-01-01,,425538552.0
ESCWA: member countries,2028-01-01,,432359101.0
ESCWA: member countries,2029-01-01,,439094416.0
ESCWA: member countries,2030-01-01,,445777593.0
ESCWA: member countries,2031-01-01,,452407253.99999994
ESCWA: member countries,2032-01-01,,458974972.0
ESCWA: member countries,2033-01-01,,465500323.99999994
ESCWA: member countries,2034-01-01,,472007546.00000006
ESCWA: member countries,2035-01-01,,478513740.0
ESCWA: member countries,2036-01-01,,485026425.0
ESCWA: member countries,2037-01-01,,491541695.0
ESCWA: member countries,2038-01-01,,498050162.0
ESCWA: member countries,2039-01-01,,504536542.0
ESCWA: member countries,2040-01-01,,510988138.0
ESCWA: member countries,2041-01-01,,517402141.0
ESCWA: member countries,2042-01-01,,523777989.0
ESCWA: member countries,2043-01-01,,530107310.00000006
ESCWA: member countries,2044-01-01,,536380732.00000006
ESCWA: member countries,2045-01-01,,542590303.0
ESCWA: member countries,2046-01-01,,548731044.0
ESCWA: member countries,2047-01-01,,554799998.0
ESCWA: member countries,2048-01-01,,560794315.0
ESCWA: member countries,2049-01-01,,566712194.0
ESCWA: member countries,2050-01-01,,572551699.0
ESCWA: member countries,2051-01-01,,578310080.0
ESCWA: member countries,2052-01-01,,583984818.0
ESCWA: member countries,2053-01-01,,589574512.9999999
ESCWA: member countries,2054-01-01,,595078494.0
ESCWA: member countries,2055-01-01,,600496029.0
ESCWA: member countries,2056-01-01,,605825802.0
ESCWA: member countries,2057-01-01,,611066649.0
ESCWA: member countries,2058-01-01,,616217877.0
ESCWA: member countries,2059-01-01,,621278971.0
ESCWA: member countries,2060-01-01,,626249577.0
ESCWA: member countries,2061-01-01,,631129378.0
ESCWA: member countries,2062-01-01,,635918060.0
ESCWA: member countries,2063-01-01,,640615313.0
ESCWA: member countries,2064-01-01,,645220897.9999999
ESCWA: member countries,2065-01-01,,649734767.9999999
ESCWA: member countries,2066-01-01,,654157108.0
ESCWA: member countries,2067-01-01,,658488386.0
ESCWA: member countries,2068-01-01,,662729731.0
ESCWA: member countries,2069-01-01,,666882674.0
ESCWA: member countries,2070-01-01,,670948473.0
ESCWA: member countries,2071-01-01,,674927749.0000001
ESCWA: member countries,2072-01-01,,678820932.0
ESCWA: member countries,2073-01-01,,682629609.0
ESCWA: member countries,2074-01-01,,686355447.0
ESCWA: member countries,2075-01-01,,689999762.9999999
ESCWA: member countries,2076-01-01,,693562917.0
ESCWA: member countries,2077-01-01,,697045194.0
ESCWA: member countries,2078-01-01,,700446944.0
ESCWA: member countries,2079-01-01,,703768475.9999999
ESCWA: member countries,2080-01-01,,707009865.9999999
ESCWA: member countries,2081-01-01,,710171060.0
ESCWA: member countries,2082-01-01,,713251407.0
ESCWA: member countries,2083-01-01,,716249769.0000001
ESCWA: member countries,2084-01-01,,719164599.0
ESCWA: member countries,2085-01-01,,721994507.9999999
ESCWA: member countries,2086-01-01,,724738589.0
ESCWA: member countries,2087-01-01,,727396049.0000001
ESCWA: member countries,2088-01-01,,729965137.0
ESCWA: member countries,2089-01-01,,732443925.0
ESCWA: member countries,2090-01-01,,734830734.0
ESCWA: member countries,2091-01-01,,737124259.0000001
ESCWA: member countries,2092-01-01,,739323713.0
ESCWA: member countries,2093-01-01,,741428458.0
ESCWA: member countries,2094-01-01,,743438031.0
ESCWA: member countries,2095-01-01,,745351755.9999999
ESCWA: member countries,2096-01-01,,747168896.0
ESCWA: member countries,2097-01-01,,748888595.0
ESCWA: member countries,2098-01-01,,750509725.0
ESCWA: member countries,2099-01-01,,752031055.0
ESCWA: member countries,2100-01-01,,753451196.0
East African Community (EAC),1950-01-01,,25862129.0
East African Community (EAC),1951-01-01,,26507859.0
East African Community (EAC),1952-01-01,,27165215.0
East African Community (EAC),1953-01-01,,27843621.0
East African Community (EAC),1954-01-01,,28550295.0
East African Community (EAC),1955-01-01,,29290277.0
East African Community (EAC),1956-01-01,,30066220.0
East African Community (EAC),1957-01-01,,30878634.0
East African Community (EAC),1958-01-01,,31726151.0
East African Community (EAC),1959-01-01,,32605941.000000004
East African Community (EAC),1960-01-01,,33515542.999999996
East African Community (EAC),1961-01-01,,34454593.0
East African Community (EAC),1962-01-01,,35426053.0
East African Community (EAC),1963-01-01,,36437236.00000001
East African Community (EAC),1964-01-01,,37497760.0
East African Community (EAC),1965-01-01,,38614131.0
East African Community (EAC),1966-01-01,,39791847.0
East African Community (EAC),1967-01-01,,41028623.0
East African Community (EAC),1968-01-01,,42313779.0
East African Community (EAC),1969-01-01,,43631837.0
East African Community (EAC),1970-01-01,,44972919.0
East African Community (EAC),1971-01-01,,46333924.00000001
East African Community (EAC),1972-01-01,,47722374.0
East African Community (EAC),1973-01-01,,49151833.0
East African Community (EAC),1974-01-01,,50641404.0
East African Community (EAC),1975-01-01,,52205730.0
East African Community (EAC),1976-01-01,,53848165.0
East African Community (EAC),1977-01-01,,55567111.0
East African Community (EAC),1978-01-01,,57365898.0
East African Community (EAC),1979-01-01,,59246892.0
East African Community (EAC),1980-01-01,,61211012.0
East African Community (EAC),1981-01-01,,63251885.0
East African Community (EAC),1982-01-01,,65365643.0
East African Community (EAC),1983-01-01,,67556726.0
East African Community (EAC),1984-01-01,,69831469.0
East African Community (EAC),1985-01-01,,72188698.0
East African Community (EAC),1986-01-01,,74647821.0
East African Community (EAC),1987-01-01,,77193005.0
East African Community (EAC),1988-01-01,,79746806.0
East African Community (EAC),1989-01-01,,82205507.0
East African Community (EAC),1990-01-01,,84503279.00000001
East African Community (EAC),1991-01-01,,86600883.0
East African Community (EAC),1992-01-01,,88542209.0
East African Community (EAC),1993-01-01,,90446931.0
East African Community (EAC),1994-01-01,,92483286.0
East African Community (EAC),1995-01-01,,94772200.0
East African Community (EAC),1996-01-01,,97361943.00000001
East African Community (EAC),1997-01-01,,100217586.0
East African Community (EAC),1998-01-01,,103275774.0
East African Community (EAC),1999-01-01,,106435663.0
East African Community (EAC),2000-01-01,,109625848.00000001
East African Community (EAC),2001-01-01,,112827879.0
East African Community (EAC),2002-01-01,,116073201.0
East African Community (EAC),2003-01-01,,119399091.99999999
East African Community (EAC),2004-01-01,,122861891.0
East African Community (EAC),2005-01-01,,126500818.00000001
East African Community (EAC),2006-01-01,,130327779.00000001
East African Community (EAC),2007-01-01,,134324814.0
